YEAR,MONTH,DAY,EVENT GROUP,EVENT SUBGROUP,EVENT TYPE,FATALITIES,INJURED / INFECTED,ESTIMATED TOTAL COST,NORMALIZED TOTAL COST,MAGNITUDE,PLACE
1918,Dec,3,technology,transportation accident,marine,12,0.0,,nan,SIN,lake ontario
1918,Nov,24,technology,transportation accident,marine,76,0.0,,nan,SIN,lake superior
1924,May,25,technology,transportation accident,marine,8,2.0,,nan,SIN,"christina lake, british columbia"
1920,Aug,20,technology,transportation accident,marine,29,4.0,,nan,SIN,"whitefish bay, lake superior"
1999,Nov,9,technology,transportation accident,rail,1,17.0,,nan,SIN,"limehouse, ontario"
1999,Sep,23,technology,transportation accident,rail,0,4.0,,nan,SIN,"key river, ontario"
1986,Feb,15,technology,transportation accident,rail,0,97.0,,nan,SIN,"drummondville, quebec"
1991,Sep,9,technology,transportation accident,rail,0,71.0,,nan,SIN,"north bay, ontario"
2001,Feb,1,technology,transportation accident,rail,1,34.0,,nan,SIN,"red deer, alberta"
2020,Jul,18,technology,transportation accident,vehicle,3,24.0,,nan,SIN,"columbia icefield, alberta"
2017,Aug,30,natural,meteorological - hydrological,fire,0,0.0,,nan,SIN,"island lake area, manitoba"
2019,May,30,natural,meteorological - hydrological,fire,0,0.0,,nan,SIN,pikangikum first nation
2019,May,12,natural,meteorological - hydrological,fire,0,0.0,,nan,SIN,"high level, alberta"
2018,May,21,natural,meteorological - hydrological,fire,0,0.0,,nan,SIN,"little grand rapids, manitoba"
1931,Aug,17,natural,meteorological - hydrological,fire,0,0.0,,nan,SIN,"elko, british columbia"
1910,Jul,1,natural,meteorological - hydrological,fire,5,0.0,,nan,SIN,"southern interior, british columbia"
1979,Apr,4,natural,meteorological - hydrological,storm,13,0.0,,nan,SIN,southern ontario
2019,Oct,9,natural,meteorological - hydrological,storm,SIN,0.0,,nan,SIN,southwestern manitoba
1979,Feb,8,natural,meteorological - hydrological,storm,SIN,0.0,,nan,SIN,"iqaluit, nunavut"
2004,Nov,13,natural,meteorological - hydrological,storm,0,0.0,,nan,SIN,nova scotia
2020,Jan,17,natural,meteorological - hydrological,storm,2,0.0,,nan,SIN,"avalon peninsula and bell island, newfoundland"
2020,Jan,10,natural,meteorological - hydrological,storm,0,0.0,,nan,SIN,southern ontairo and southern quebec
1979,Apr,5,natural,meteorological - hydrological,storm,9,0.0,,nan,SIN,ontario
2018,Apr,3,natural,meteorological - hydrological,storm,0,1.0,,nan,SIN,southern ontario and southern quebec
